"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"CodeSketch: A Real-Time Multi-Language Code Visualization Tool with UML and Animation Support - A Comparative Study","H. Shrivastava; L. Kanisettypalli; J. Borikar; A. Bhavishya; A. M. K","Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, India",2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),"19 Dec 2025","2025","","","1","6","This paper presents an innovative code visualization tool that simplifies code comprehension and improves conceptual clarity for students and educators, while significantly enhancing software development workflows and educational outcomes by converting source code into interactive graphical representations. It automatically generates flowcharts, UML diagrams, and animations for Python, Java, and C++. The accuracy of parsing is ensured through the Python AST module and regular expressions, while user interaction is streamlined via the Tkinter framework. A key contribution of this work is a comparative study that rigorously evaluates the proposed tool against existing visualization solutions across multiple dimensions such as language support, usability, feature richness, and educational applicability. This study demonstrates the superior functionality and user experience offered by the tool, reinforcing its impact in both academic and professional environments.","2767-1097","979-8-3315-8894-6","10.1109/CSITSS67709.2025.11294623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11294623","Flowcharts;UML diagrams;Python;Java;C++;Tkinter;Code Visualization;Parsing","Visualization;Java;Flowcharts;Codes;Source coding;Unified modeling language;C++ languages;Usability;Python;Software development management","","","","18","IEEE","19 Dec 2025","20-22 Nov. 2025","20-22 Nov. 2025","IEEE","IEEE Conferences"
"Open-Source Python Framework for Virtual Reality Lecture Room Simulation","M. A. Danial Bin Aziz; S. A. A. Shukor; R. Wong","Faculty of Electrical Engineering & Technology, Universiti Malaysia Perlis, Perlis, Malaysia; Faculty of Electrical Engineering & Technology Centre of Excellence for Intelligent Robotics & Autonomous Systems, Universiti Malaysia Perlis, Perlis, Malaysia; Geodelta Systems Sdn. Bhd., Selangor, Malaysia",2025 International Conference on Intelligent Computing and Next Generation Networks (ICNGN),"6 Mar 2026","2025","","","1","5","Python has emerged as a versatile and accessible programming language in various domains, while Virtual Reality (VR) has become a powerful tool for immersive visualization, training and simulation for applications including education and safety. Python role in Virtual Reality (VR) development is gaining attention due to its open-source ecosystem, ease of integration with 3D processing libraries and suitability for prototyping workflows. Due to the increasing demand to have VR for visualizing indoor locations, it motivates the construction of a VR that simulates real- world lecture room conditions, possibility for emergency and evacuation scenarios, as presented in this paper. Here, the selected lecture room 3D data was collected using the iPhone 13 Pro Max built-in LiDAR sensor, and processed using Python libraries including Open3D, laspy, and PyVista. The resulting models were tested in the Meta Quest 3S VR headset using Vizard 8, allowing real-time user interaction and immersive visualization. A performance comparison was also conducted between the Pythonbased system and third-party software like Unity, Vizard 8, and WebXR, highlighting that while Python offers superior customization and data control, engines like Unity outperform it in rendering speed and VR responsiveness. Feedback collected from five testers indicated that 85% were satisfied with the system’s usability, although some noted limitations in visual clarity and real-time responsiveness. Overall, this study confirms Python’s feasibility for use in VR prototyping and educational simulations, and recommends future enhancements such as GPU- accelerated rendering, integration with Unity for better performance, and the use of higher-fidelity LiDAR devices for more complex applications.","","979-8-3315-7070-5","10.1109/ICNGN67480.2025.11413635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11413635","LiDAR scanning;Meta Quest 3S;Python programming;Virtual Reality","Solid modeling;Laser radar;Three-dimensional displays;Pipelines;Graphics processing units;Virtual reality;Rendering (computer graphics);Libraries;Real-time systems;Python","","","","10","IEEE","6 Mar 2026","12-14 Dec. 2025","12-14 Dec. 2025","IEEE","IEEE Conferences"
"CAN Data-Processing, Diagnosis and Firmware Flashing Application Implementation using Python","V. Singh; D. Singh; S. Parandekar; R. Adake; S. Francis; A. Farooqui","Research and Development Engineer Kinetic Green, Pune, India; R & D Director Kinetic Green, Pune, India; AGM Kinetic Green, Pune, India; Assistant Manager Kinetic Green, Pune, India; Engineer Exide, Ahmednagar, India; Electronics and Telecommunications Engineering Symbiosis Institute of Technology, Pune, India",2025 IEEE Pune Section International Conference (PuneCon),"17 Feb 2026","2025","","","1","6","CAN is the networking system that a large number of vehicle categories utilize today because of its low cost, centralization and robustness. The CAN protocol is encapsulated within the ISO 11898 - (1 to 5). Raw CAN data however, is not usable for the end user. Most companies utilize DBC files to write debugging rules and utilize software to organize the processing of the data so as to be able to use the CAN logs for various applications (Fault Diagnosis, Preventative maintenance, AI related model training etc.). This paper focuses on a design workflow utilizing CAN python API's and Tkinter Design to construct an Executable that streamlines and simplifies this process so as to be able to be utilized by individuals with non-technical backgrounds.","2831-5022","979-8-3315-8834-2","10.1109/PuneCon67554.2025.11378782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378782","CAN;Python;Asammdf;UDS;GUI;DBC decoding","Training;Protocols;ISO Standards;Software;Robustness;Real-time systems;Topology;Maintenance;Python;Microprogramming","","","","10","IEEE","17 Feb 2026","12-14 Dec. 2025","12-14 Dec. 2025","IEEE","IEEE Conferences"
"Real-Time Processing Comparison of Python vs. C on the BeagleBone AI-64 for Power Quality Applications","J. P. García-Chávez; M. V. Chávez-Baez; E. Reyes-Archundia; E. García-Rodríguez; J. A. Gutiérrez-Gnecchi; J. A. Rodríguez-Herrejón; J. C. Olivares-Rojas; M. V. López-Caballero","Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Posgrado de Electrónica, Tecnológico Nacional de México / I.T. de Morelia, Morelia, México; Departamento de Medición, CFE, Morelia, México","2025 IEEE International Autumn Meeting on Power, Electronics and Computing (ROPEC)","3 Feb 2026","2025","9","","1","6","This paper presents a comparative evaluation of Python and C for real-time signal processing on the BeagleBone AI-64, focusing on power quality monitoring applications. Real-time performance is critical in power quality analysis to ensure the reliable operation of sensitive electronic equipment. The Discrete Wavelet Transform (DWT) using Daubechies 4 (db4) with five decomposition levels was implemented in both languages and executed directly on the embedded platform to process signals affected by power quality disturbances. Accuracy was assessed using the Mean Absolute Percentage Error (MAPE), while computational efficiency was evaluated through per-sample processing time. Experimental results show that both Python and C achieve comparable precision, with MAPE values below 0.008 percent. However, C demonstrates significantly superior real-time performance, processing each sample in under 100 microseconds and meeting strict real-time constraints. In contrast, Python exhibits longer execution times, limiting its suitability to less time-critical or offline processing scenarios. These results highlight the importance of language selection for embedded real-time applications and provide experimental evidence obtained directly on the target hardware.","2573-0770","979-8-3315-7673-8","10.1109/ROPEC68163.2025.11354012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11354012","Power quality;BeagleBone AI-64;signal processing;Python;C;discrete wavelet transform (DWT);computational efficiency;embedded systems;power quality disturbances","Power quality;Transforms;Real-time systems;Power electronics;Discrete wavelet transforms;Computational efficiency;Power system reliability;Time factors;Reliability;Monitoring","","","","0","IEEE","3 Feb 2026","12-14 Nov. 2025","12-14 Nov. 2025","IEEE","IEEE Conferences"
"Sign Language Interpreter using Machine Learning","U. Nawaz; M. Amir; H. Ahmad; N. Khalid; F. G. Nabi","Department of Electrical Engineering, University of Central, Lahore, Pakistan; Department of Electrical Engineering, University of Central, Lahore, Pakistan; Department of Electrical Engineering, University of Central, Lahore, Pakistan; Department of Electrical Engineering, University of Central, Lahore, Pakistan; Department of Electrical Engineering, University of Central, Lahore, Pakistan",2025 Horizons of Information Technology and Engineering (HITE),"3 Feb 2026","2025","","","1","6","Communication barriers for the deaf community in Pakistan, where Pakistan Sign Language (PSL) lacks technological support, present a significant challenge. This paper introduces a real-time PSL Interpreter that translates five specific PSL sentences and invalid gestures using a Convolutional Neural Network-Long Short-Term Memory (CNN-LSTM) model. Utilizing TensorFlow and MediaPipe, the system achieves 94.27 percent training accuracy and 100 percent validation accuracy on a dataset of 150 samples. The methodology includes video capture, hand landmark extraction, preprocessing with smoothing and speed features, and temporal sequence modeling. Real-time inference provides text and speech output, demonstrating a cost-effective, accessible solution. The work contributes to inclusive communication, with future potential for expanded vocabulary and diverse signer datasets.","","979-8-3315-9262-2","10.1109/HITE68444.2025.11363990","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11363990","Sign Language Recognition;Machine Learning;CNN-LSTM;Real-Time Inference","Training;Sign language;Vocabulary;Accuracy;Translation;Machine learning;Feature extraction;Real-time systems;Convolutional neural networks;Videos","","","","10","IEEE","3 Feb 2026","12-13 Dec. 2025","12-13 Dec. 2025","IEEE","IEEE Conferences"
"Gesture to Speech: Deep Learning Models for Real-Time Sign Language Interpretation","P. K. Kushwaha; N. Srivastava; B. P. Lohani; A. Gupta; K. Pathak","Department of Computer Science, Amity University, Greater Noida; Batchelor of Computer Science, Amity University, Greater Noida; Department of Computer Science, Amity University, Greater Noida; Department of Computer Science, Amity University, Greater Noida; Batchelor of Computer Science, Amity University, Greater Noida",2025 International Conference on Pervasive Computational Technologies (ICPCT),"1 Apr 2025","2025","","","243","247","This study looks into the application of a YOLOv5s model for real-time detection and interpretation of sign language. This is a significant improvement which will help the deaf and hard of hearing communicate more easily. Progress is being made in sign language detection, there are still potential to improve with the accuracy. Through a critical analysis of current methodologies, this research identifies shortcomings in existing models, such as insufficient generalization across different sign languages and real-time performance problems. The proposed work aims to close these gaps by utilizing the effectiveness of YOLOv5s, optimizing hyperparameters, and incorporating transfer learning techniques to increase accuracy and resilience. The results are intended to make sign language recognition systems more inclusive, flexible, and effective, encouraging increased accessibility in communication technology.","","979-8-3315-0868-5","10.1109/ICPCT64145.2025.10939254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10939254","Sign Language Recognition;YOLOv5s;Machine Learning;Real-Time Detection;Accessibility;Gesture Interpretation;Deaf and Hard-of-Hearing Communication","YOLO;Training;Measurement;Sign language;Translation;Accuracy;Transfer learning;Employment;Real-time systems;Resilience","","3","","17","IEEE","1 Apr 2025","8-9 Feb. 2025","8-9 Feb. 2025","IEEE","IEEE Conferences"
"Structural Digital twin-based framework for real-time Health Monitoring","A. R. Dubey; M. M. Yousuf; T. J. Saravanan; S. R. Dash","School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India",2025 IEEE International Conference on Emerging Technologies and Applications (MPSec ICETA),"19 Aug 2025","2025","","","1","6","The safety and longevity of infrastructures are of critical concern in modern days, necessitating advanced systems for Structural Health Monitoring (SHM). Traditional inspection methods are often inefficient and difficult in terms of continuous real time monitoring of structural deterioration in infrastructures. Digital twin technology has emerged as a pivotal innovation in modern engineering, offering a dynamic framework for real-time monitoring, analysis, and control of physical assets. This research focuses on developing a comprehensive framework for digital twinning, with an emphasis on SHM. The proposed framework integrates sensor system data, finite computational models, and real-time feedback mechanisms to replicate and predict the behaviour of physical assets. The proposed framework has been validated through a fixed beam structure as a proof of concept for Digital twin application. The major issue in traditional digital twin application is seamless integration of the framework with numerical analysis to come up with meaningful usable results. The present work tries for continuous integration of the framework with a robust numerical structural analysis software for better analysis of complex structures. Therefore, in the present study, by using Python programming as the base for developing the real-time integration of data collected from physical structure and to communicate with numerical modelling software SAP2000 through its open API. The process has been automated to provide alarming system in case of thresholds results are exceeded, and continuously updates the digital model, ensuring a seamless interaction between the physical and virtual entities. This research provides a robust foundation for extending digital twinning beyond traditional SHM, highlighting its potential for predictive maintenance, operational optimization, and life-cycle management.","","979-8-3315-2131-8","10.1109/MPSecICETA64837.2025.11118487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11118487","Digital Twin Technology;sensory system;real-time monitoring;Predictive Maintenance;Infrastructure Longevity","Real-time systems;Data models;Sensor systems;Software;Digital twins;Numerical models;Safety;Synchronization;Monitoring;Python","","3","","17","IEEE","19 Aug 2025","21-23 Feb. 2025","21-23 Feb. 2025","IEEE","IEEE Conferences"
"PyPND: A Python-based PROFINET Controller for CI/CD Environments","V. E. Ağaoğulları; Ö. Korçak","Dept. Research and Development, Siemens A.S., Istanbul, Turkey; Dept. Computer Engineering, Marmara University, Istanbul, Turkey",2025 24th International Symposium INFOTEH-JAHORINA (INFOTEH),"14 Apr 2025","2025","","","1","6","PROFINET is an industrial standard for data communication over Industrial Ethernet, recognized for its real-time capabilities that minimize jitter and enable time-critical communication. Various PROFINET implementations exist across industrial communication areas, requiring extensive research and development efforts. Continuous Integration/Continuous Deployment (CI/CD) environments play a vital role in verifying, testing, and certifying these implementations throughout the development lifecycle. This paper presents an effective, hardware-independent solution for real-time PROFINET IO Controllers within CI/CD environments. The proposed solution can also aid in the development of PROFINET IO Controllers. Given Python’s widespread use in CI/CD environments, the solution can be easily integrated into existing pipelines and allows parallel operation with ongoing test cases and use cases. Unlike traditional C++ applications, which require compilation and predefined inputs for integration, this Python module can be directly deployed in CI/CD environments. As a result, this approach provides a flexible, easy-to-integrate, and cost-effective solution for industrial communication testing and development.","2767-9470","979-8-3315-1579-9","10.1109/INFOTEH64129.2025.10959196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959196","Industrial Communications;PROFINET;Python;CPython;CI/CD Environment","Runtime;Pipelines;Industrial communication;Standards organizations;Real-time systems;Libraries;Hardware;Time factors;Research and development;Testing","","1","","11","IEEE","14 Apr 2025","19-21 March 2025","19-21 March 2025","IEEE","IEEE Conferences"
"PyPND Device: A Software-Based PROFINET IO Device for CI/CD Environments and Real-Time Testing","V. E. Ağaoğulları; Ö. Korçak","Dept. Research and Development, Siemens A.S., Istanbul, Turkey; Dept. Computer Engineering, Marmara University, Istanbul, Turkey","2025 13th International Conference on Control, Mechatronics and Automation (ICCMA)","5 Feb 2026","2025","","","372","377","PROFINET is a widely used industrial Ethernet standard which enables real-time communication between controllers and devices in industrial environments. This paper introduces PyPND-Device, a Python-based PROFINET IO Device implementation designed to run on low-cost hardware platforms such as Raspberry Pi. By leveraging the IO Base Interface of the PROFINET Driver and CPython bindings, PyPND Device enables real-time cyclic communication with PROFINET controllers. The proposed solution demonstrates how developers and testers can achieve a complete hardware-free PROFINET test environment, facilitating rapid development cycles and cost-effective testing. Experimental evaluations validate the feasibility of using Raspberry Pi for real-time PROFINET Device operation while maintaining strict timing requirements.","2837-5149","979-8-3315-9141-0","10.1109/ICCMA67641.2025.11369710","Siemens; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11369710","PROFINET;Python;CI/CD;Raspberry Pi;Real-Time;Industrial Automation","Performance evaluation;Automation;Mechatronics;Pipelines;Real-time systems;Hardware;Libraries;Timing;Standards;Testing","","","","13","IEEE","5 Feb 2026","24-26 Nov. 2025","24-26 Nov. 2025","IEEE","IEEE Conferences"
"Python-Integrated Quantum–Classical Computing Framework for Intelligent Time-Series Prediction","K. Ponnukamu; S. P. Sasirekha","Department of Computer Science and Engineering, Karpagam Academy of Higher Education, Coimbatore; Department of Computer Science and Engineering, Karpagam Academy of Higher Education, Coimbatore","2025 4th International Conference on Automation, Computing and Renewable Systems (ICACRS)","14 Jan 2026","2025","","","1453","1457","Hybrid quantum–classical computing has become an attractive strategy for improving learning capability and predictive capacity in complex data environments. This work presents a Python-Integrated framework for smart time-series prediction using quantum and classical computation in a single process. The method uses the Qiskit for developing unpredictable quantum systems which store sequential financial data through calculated rotation gates and entanglement layers. A classical optimizer operating in Python performs gradient-based updates on the hybrid loss function, enabling stable convergence within fewer training epochs. The comparison with conventional neural networks demonstrates a higher prediction accuracy of 93.7 percent compared to 89.3 percent for the classical model, along with a 22 percent reduction in training time and 18 percent lower execution latency. Mean-Squared error (MSE) reached 0.014 with a correlation coefficient of 0.92, indicating reliable trend capture in nonlinear financial patterns. Scalability tests using multi-qubit simulation on cloud-based quantum runtimes confirm consistent performance across varying data sizes. The proposed hybrid approach supports adaptive forecasting and efficient resource consumption, providing an easy way to implement real-time analytics in networked computing environments. This work shows Python’s capacity as a bridge between quantum programming and classical machine learning for future-generation predictive computing systems.","","979-8-3315-4886-5","10.1109/ICACRS67045.2025.11324310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11324310","Hybrid quantum computing;Classical machine learning;Python integration;Qiskit framework;Time-Series prediction;Financial data analytics;Variational quantum circuits;Real-Time networked systems","Training;Accuracy;Runtime;Adaptive systems;Scalability;Real-time systems;Quantum circuit;Forecasting;Python;Convergence","","","","15","IEEE","14 Jan 2026","10-12 Dec. 2025","10-12 Dec. 2025","IEEE","IEEE Conferences"
