"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"PyART: Python API Recommendation in Real-Time","X. He; L. Xu; X. Zhang; R. Hao; Y. Feng; B. Xu","State Key Laboratory for Novel Software Technology, Nanjing University, China; State Key Laboratory for Novel Software Technology, Nanjing University, China; Purdue University, USA; State Key Laboratory for Novel Software Technology, Nanjing University, China; State Key Laboratory for Novel Software Technology, Nanjing University, China; State Key Laboratory for Novel Software Technology, Nanjing University, China",2021 IEEE/ACM 43rd International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),"7 May 2021","2021","","","246","247","This is the research artifact of the paper titled 'PyART: Python API Recommendation in Real-Time'. PyART is a real-time API recommendation tool for Python, which includes two main functions: data-flow analysis and real-time API recommendation for both incomplete and complete Python code context. Compared to classical tools, PyART has two important particularities: it is able to work on real-time recommendation scenario, and it provides data-flow analysis and API recommendation for dynamic language. Classical tools often fail to make static analysis in real-time recommendation scenario, due to the incompletion of syntax. And the dynamic features of Python language also bring challenges to type inference and API recommendation. Different from classical tools, PyART derives optimistic data-flow that is neither sound nor complete but sufficient for API recommendation and cost-effective to collect, and provides real-time API recommendations based on novel candidate collection, context analysis and feature learning techniques. The artifact evaluation experiments of PyART include three main aspects: data-flow analysis, intra-project API recommendation and across-project API recommendation. We assume users of the artifact is able to use Linux Ubuntu Operating System.","2574-1926","978-1-6654-1219-3","10.1109/ICSE-Companion52605.2021.00114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402592","API recommendation;context analysis;data flow analysis;real-time recommendation;Python","Operating systems;Static analysis;Tools;Syntactics;Real-time systems;Python;Software engineering","","1","","0","IEEE","7 May 2021","25-28 May 2021","25-28 May 2021","IEEE","IEEE Conferences"
"Simulation of Session Real-Time Events with OMNET++ and Java Modelling Tools","S. -N. Orzen; L. Kovacs","Physiological Controls Research Group, Doctoral School of Applied Informatics and Applied Mathematics, Obuda University, Budapest, Hungary; Physiological Controls Research Group, Doctoral School of Applied Informatics and Applied Mathematics, Obuda University, Budapest, Hungary",2021 IEEE 19th International Symposium on Intelligent Systems and Informatics (SISY),"26 Oct 2021","2021","","","45","48","This paper presents the identification and use of discrete events for the context of routing and the simulation of routing as a phenomenon. Routing is a very complex topic that has gathered many parameters through integrated technologies and network protocols. Because routing as a phenomenon is conceived as data traversing a space plane (e.g. the Internet) with the use of time indicatives, events are constantly registered for any case in which a logical action needs to be performed. Our work is defined by making use of such events that are logically defined in specific protocols and routing regions. For upholding the magnitude of our research we have made use of simulation as a tool that can represent and validate the tuning of network events for real-time sessions.","1949-0488","978-1-6654-1380-0","10.1109/SISY52375.2021.9582481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582481","simulation;real-time;network;space plane;event","Java;Protocols;Extraterrestrial phenomena;Tools;Routing;Real-time systems;Internet","","","","17","IEEE","26 Oct 2021","16-18 Sept. 2021","16-18 Sept. 2021","IEEE","IEEE Conferences"
"Work-in-Progress: Lessons learnt from creating an Extreme Value Library in Python","M. W. el Khazen; A. Gogonel; L. Cucu-Grosjean","StatInf and Inria, Paris; StatInf, Paris; StatInf and Inria, Paris",2020 IEEE Real-Time Systems Symposium (RTSS),"22 Feb 2021","2020","","","415","418","The increased use of statistical libraries within the real-time community is facing today the lack of appropriate libraries. Many of them exist in R, but existing Python statistical libraries are lacking, particularily with respect to Extreme Value Theory and probabilistic worst-case execution time estimation, which are indispensable tools for the analysis of real-time systems. This short paper attempts to describe and bridge this gap.","2576-3172","978-1-7281-8324-4","10.1109/RTSS49844.2020.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9355567","EVT;pWCET;Python","Bridges;Estimation;Tools;Probabilistic logic;Libraries;Real-time systems","","2","","15","IEEE","22 Feb 2021","1-4 Dec. 2020","1-4 Dec. 2020","IEEE","IEEE Conferences"
"A Novel Technique for Job Scheduling Algorithm in Real- Time Virtual Cloud Environment","M. Z. Siddique","Directorate of ICT, Virtual University of Pakistan, Lahore, Pakistan",2021 Sixth International Conference on Fog and Mobile Edge Computing (FMEC),"16 Mar 2022","2021","","","1","6","In real-time scenario, job allocation for individuals is the most important process of scheduling work. The cloud environment is enhancing rapidly and the consumers requests for better services and good results are also increasing. Meanwhile, there are some immense issues that are associated with job scheduling such as response time, deadline exception, and scalability. To overcome these problems, this research work proposed three enhanced real-time scheduling algorithms namely, Unfair Semi Greedy (USG), Earliest Dead-line First (EDF), and Earliest Dead-line until Zero Laxity (EDZL). This study enhances the previous research using real-time scheduling algorithm and resolving the scalability issues. With the addition of resource table, records of working virtual machines (VM's) updating simultaneously and as a result the response time of jobs has improved a lot, and a clear decrease in the average deadline exception can be observed. When the resource table updated dynamically, the efficiency of scheduling work is also improved. In the USG Algorithm, deadline-exception is found to be at minimum level. The EDZL and USG produce the least response-time, but the deadline-exception is found in increasing numbers in some cases.","","978-1-6654-5870-2","10.1109/FMEC54266.2021.9732583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9732583","Job scheduling;real-time systems;deadline;laxity;virtual machine","Cloud computing;Multi-access edge computing;Scheduling algorithms;Scalability;Heuristic algorithms;Dynamic scheduling;Real-time systems","","","","26","IEEE","16 Mar 2022","6-9 Dec. 2021","6-9 Dec. 2021","IEEE","IEEE Conferences"
"Real-Time Python: Recent Advances in the Raspberry Pi Plus Arduino Real-Time Control Approach","R. Krauss","Product Design and Manfacuring Engineering, Grand Valley State University, Grand Rapids, MI",2020 American Control Conference (ACC),"27 Jul 2020","2020","","","2088","2093","Real-time Python refers to using Python in real-time feedback control experiments by combining an Arduino microcontroller with a computer. This paper uses a Raspberry Pi to improve upon a previous method that combined a laptop and an Arduino. The primary improvement is switching from serial to i2c for communication between the Arduino and Python, which significantly reduces the latency in communications. The reduction in latency allows the digital control frequency to increase from 200 Hz to 500 Hz. The latency improvements are verified by oscilloscope measurements. The new i2c based approach is applied to vibration suppression control for a 3D printed beam.","2378-5861","978-1-5386-8266-1","10.23919/ACC45564.2020.9147236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9147236","","Real-time systems;Python;Feedback control;Universal Serial Bus;Pins;Microcontrollers;Operating systems","","9","","16","","27 Jul 2020","1-3 July 2020","1-3 July 2020","IEEE","IEEE Conferences"
"Water Quality Index Calculation: Switching from MATLAB Fuzzy Toolbox to Python for Real-Time Implementation","P. Khatri; K. Kumar Gupta; R. Kumar Gupta","Department of Electrical and Electronics Engineering, Birla Institute of Technology and Science, Pilani, Rajasthan, India; Department of Electrical and Electronics Engineering, Birla Institute of Technology and Science, Pilani, Rajasthan, India; Department of Physics, Birla Institute of Technology and Science, Pilani, Rajasthan, India",2020 IEEE International Conference on Advent Trends in Multidisciplinary Research and Innovation (ICATMRI),"12 Apr 2021","2020","","","1","5","Water quality assessment has always been of primary importance before consumption as most of the available water is polluted, which could transmit several waterborne diseases. Water Quality Index (WQI) is a unique single value to determine overall water quality. WQI summarizes the water quality parameters in a single value. MATLAB fuzzy is the standard toolbox to implement the water quality index. The user has to determine only the inputs as different water quality parameters and the membership functions based on the complexity of the application. This approach is offline, as it cannot be implemented in real-time. An alternate method may be the WQI measurement in the Python framework for real-time implementation. In this paper, we are trying to find out that it is possible to switch from MATLAB fuzzy toolbox to the Python framework for real-time implementation. The WQI measurement is performed in both the fuzzy toolbox from MATLAB® and Python 3.4. Based on the results, a comparative study has been done, and the switching possibility is found out.","","978-1-7281-7734-2","10.1109/ICATMRI51801.2020.9398318","Human Resource Development Group; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9398318","Water Quality;Water Quality Index;MATLAB®;Fuzzy Toolbox;Python;Raspberry Pi","Water quality;Switches;Real-time systems;Pollution measurement;Indexes;Mathematical model;Matlab","","1","","38","IEEE","12 Apr 2021","30-30 Dec. 2020","30-30 Dec. 2020","IEEE","IEEE Conferences"
"Development of a Continuous System Simulation Engine in Python Programing Language","T. Naumovic; M. Despotovic-Zrakic; B. Radenkovic; L. Zivojinovic; I. Jezdovic","Faculty of organizational sciences, University of Belgrade, Belgrade, Serbia; Faculty of organizational sciences, University of Belgrade, Belgrade, Serbia; Faculty of organizational sciences, University of Belgrade, Belgrade, Serbia; Faculty of organizational sciences, University of Belgrade, Belgrade, Serbia; Faculty of organizational sciences, University of Belgrade, Belgrade, Serbia",2020 19th International Symposium INFOTEH-JAHORINA (INFOTEH),"16 Apr 2020","2020","","","1","5","This paper portrays the development of an simulation engine in Python programming language with focus on the continuous system simulation. Features of the engine are based on CSMP block-oriented language and software for continuous system simulation. The aim of the paper is threefold. Firstly, the paper describes the need and usage of such engine. Second goal is to analyze Python concepts used for the implementation of the simulation engine - API development, communication with smart systems, real-time data processing, integration of differential equations, threading and parallel programming. And last, this paper will depict the engine architecture, use cases and usage of the analyzed concepts in the development process. In the conclusion, we will discuss the overall outcome and the course of the future improvements and upgrades of the engine.","","978-1-7281-4775-8","10.1109/INFOTEH48170.2020.9066334","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066334","continuous system simulation;python;engine;smart systems;IoT","Engines;Computational modeling;Mathematical model;Continuous time systems;Python;Unified modeling language","","1","","32","IEEE","16 Apr 2020","18-20 March 2020","18-20 March 2020","IEEE","IEEE Conferences"
"Effect of Garbage Collection on Streaming Big Data Workloads","S. Abhaay; M. Shashank; B. Shreyas; S. Kalambur","Computer Science and Engineering, PES University, Bangalore, India; Computer Science and Engineering, PES University, Bangalore, India; Computer Science and Engineering, PES University, Bangalore, India; Computer Science and Engineering, PES University, Bangalore, India",2021 2nd Global Conference for Advancement in Technology (GCAT),"9 Nov 2021","2021","","","1","6","Java applications retrieve memory items as needed. The function of garbage collection (GC) on Java Virtual Machine (JVM) is to automatically determine which memory is no longer in use by the Java system and to deallocate the objects stored in this part of the memory. As memory is restored to JVM automatically, Java developers are not responsible for explicitly deleting unused memory items. We study the performance of various GCs on an Apache Kafka-Storm platform for processing a real-time workload. We demonstrate that the choice of the Garbage collector is sensitive to the configuration of Kafka and the impact of Garbage Collection events on the latency of processing application.","","978-1-6654-1836-2","10.1109/GCAT52182.2021.9587808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9587808","Kafka;Storm;Garbage Collection;Big Data","Java;Parallel processing;Big Data;Virtual machining;Real-time systems","","","","23","IEEE","9 Nov 2021","1-3 Oct. 2021","1-3 Oct. 2021","IEEE","IEEE Conferences"
"A Python Code For Maximum Likelihood Estimation Of The Location And Scale Parameters Of The Truncated Normal Distribution","M. Y. Ögütcen; M. Kocatürk; M. Okatan","Informatics Institute Istanbul Technical University, Istanbul, Turkey; Department of Biomedical Engineering, Istanbul Medipol University, Istanbul, Turkey; Informatics Institute Istanbul Technical University, Istanbul, Turkey",2021 Medical Technologies Congress (TIPTEKNO),"9 Dec 2021","2021","","","1","4","Extracellular neural recordings obtained from chronically implanted microelectrode arrays are widely used in behavioral neurophysiology and invasive brain-machine interfaces. After the raw recordings are band-pass filtered within a frequency band suitable for spike detection, spikes are often detected by amplitude thresholding. Developing principled methods for computing amplitude thresholds is an active research area. ‘Truncation thresholds’ are a pair of amplitude thresholds that are computed using a recently proposed algorithm. As part of an effort that aims to integrate this algorithm into a real-time data acquisition and spike detection system, here we present a Python code for maximum likelihood estimation of the location and scale parameters of the truncated Normal distribution, which is one of the steps involved in the computation of truncation thresholds.","2687-7783","978-1-6654-3663-2","10.1109/TIPTEKNO53239.2021.9632955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9632955","truncated Normal distribution;maximum likelihood estimation;python code;truncation thresholds","Band-pass filters;Maximum likelihood estimation;Microelectrodes;Codes;Gaussian distribution;Filtering algorithms;Real-time systems","","1","","23","IEEE","9 Dec 2021","4-6 Nov. 2021","4-6 Nov. 2021","IEEE","IEEE Conferences"
"Design and Development of Graphical User Interfaces for Detection of Forest Fires at early stages using Open-Source Technologies","J. Singh; C. Taluja; V. Choudhary; K. Chand; P. Guha","CSIR-Central Scientific Instruments Organization, Delhi Centre, India; CSIR-Central Scientific Instruments Organization, Delhi Centre, India; CSIR-Central Scientific Instruments Organization, Delhi Centre, India; CSIR-Central Scientific Instruments Organization, Delhi Centre, India; CSIR-Central Scientific Instruments Organization, Delhi Centre, India","2021 6th International Conference on Signal Processing, Computing and Control (ISPCC)","18 Nov 2021","2021","","","218","222","In this paper, a Graphical User Interface (GUI) is designed and developed using Python programming language for detection of forest fires at early stages, which is efficient, cost-effective, flexible, secure and uses open-source technologies. The user-friendly Graphical User Interface is interfaced directly with the computer port to fetch the data with the help of Python modules, performs an analysis on the data and predict whether there is a situation of fire or not and displays the status on the Graphical User Interface. Data is also stored in an Excel file for further analysis. The possibility to detect forest fire situation at its early stages makes this GUI a valuable software in environmental disasters and research applications. Numerical results along with future work have been discussed in this paper.","2643-8615","978-1-6654-2554-4","10.1109/ISPCC53510.2021.9609515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609515","Graphical User Interface (GUI);Python;Open-Source Technologies;Python modules;Python Packages;Data Base Management","Ports (computers);Forestry;Signal processing;Open source software;Graphical user interfaces;Python","","3","","10","IEEE","18 Nov 2021","7-9 Oct. 2021","7-9 Oct. 2021","IEEE","IEEE Conferences"
